D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_08_997.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_08_997.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_08_997.jpg,0,0,0,2.33E-05
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_09_067.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_09_067.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_09_067.jpg,0,0,0,6.95E-07
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_09_135.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_09_135.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_09_135.jpg,0,0,0,6.66E-06
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_09_209.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_09_209.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_09_209.jpg,0,0,0,1.15E-05
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_09_276.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_09_276.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_09_276.jpg,0,0,0,1.45E-05
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_09_343.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_09_343.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_09_343.jpg,0,0,0,1.09E-05
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_09_410.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_09_410.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_09_410.jpg,0,0,0,1.58E-05
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_09_478.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_09_478.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_09_478.jpg,0,0,0,9.69E-06
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_09_546.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_09_546.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_09_546.jpg,0,0,0,1.40E-05
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_09_620.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_09_620.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_09_620.jpg,0,0,0,2.22E-05
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_09_694.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_09_694.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_09_694.jpg,0,0,0,2.26E-05
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_09_761.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_09_761.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_09_761.jpg,0,0,0,4.53E-06
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_09_829.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_09_829.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_09_829.jpg,0,0,0,3.82E-06
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_09_896.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_09_896.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_09_896.jpg,0,0,0,1.25E-05
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_09_964.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_09_964.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_09_964.jpg,0,0,0,1.26E-05
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_10_033.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_10_033.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_10_033.jpg,0,0,0,1.07E-05
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_10_101.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_10_101.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_10_101.jpg,0,0,0,1.19E-05
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_10_169.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_10_169.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_10_169.jpg,0,0,0,1.34E-05
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_10_237.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_10_237.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_10_237.jpg,0,0,0,8.89E-06
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_10_304.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_10_304.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_10_304.jpg,0,0,0,5.44E-06
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_10_370.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_10_370.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_10_370.jpg,0,0,0,2.24E-06
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_10_438.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_10_438.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_10_438.jpg,0,0,0,5.27E-06
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_10_505.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_10_505.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_10_505.jpg,0,0,0,1.39E-05
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_10_572.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_10_572.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_10_572.jpg,0,0.021825,0,0.01142026
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_10_641.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_10_641.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_10_641.jpg,0,0.2710764,0,0.174671
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_10_708.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_10_708.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_10_708.jpg,0,0.4511874,0,0.4314947
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_10_775.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_10_775.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_10_775.jpg,0,0.6308386,0,0.8194066
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_10_845.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_10_845.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_10_845.jpg,0,0.8806744,0,1.580179
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_10_912.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_10_912.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_10_912.jpg,0,1,0,2.272722
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_10_979.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_10_979.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_10_979.jpg,0,1,0,3.211807
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_11_047.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_11_047.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_11_047.jpg,0,1,0,3.918181
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_11_120.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_11_120.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_11_120.jpg,-0.2,1,0,4.846591
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_11_189.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_11_189.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_11_189.jpg,-0.35,1,0,5.528304
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_11_258.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_11_258.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_11_258.jpg,-0.5500001,1,0,6.414998
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_11_325.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_11_325.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_11_325.jpg,0,1,0,7.054371
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_11_393.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_11_393.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_11_393.jpg,0,1,0,7.728907
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_11_460.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_11_460.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_11_460.jpg,0,1,0,8.632521
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_11_527.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_11_527.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_11_527.jpg,0,1,0,9.306235
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_11_594.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_11_594.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_11_594.jpg,0,1,0,9.976046
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_11_667.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_11_667.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_11_667.jpg,-0.15,1,0,10.85708
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_11_740.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_11_740.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_11_740.jpg,-0.35,1,0,11.53299
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_11_807.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_11_807.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_11_807.jpg,0,1,0,12.4841
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_11_881.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_11_881.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_11_881.jpg,-0.15,1,0,13.21909
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_11_948.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_11_948.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_11_948.jpg,-0.3,1,0,13.75782
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_12_016.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_12_016.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_12_016.jpg,-0.45,1,0,14.45515
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_12_085.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_12_085.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_12_085.jpg,-0.6500001,1,0,15.20148
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_12_159.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_12_159.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_12_159.jpg,0,1,0,15.97861
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_12_226.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_12_226.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_12_226.jpg,-0.15,1,0,16.62632
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_12_300.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_12_300.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_12_300.jpg,-0.35,1,0,17.46664
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_12_373.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_12_373.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_12_373.jpg,0,1,0,17.92953
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_12_446.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_12_446.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_12_446.jpg,0,1,0,18.75597
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_12_519.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_12_519.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_12_519.jpg,0,1,0,19.58325
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_12_589.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_12_589.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_12_589.jpg,-0.15,1,0,20.29914
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_12_660.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_12_660.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_12_660.jpg,-0.35,1,0,21.03876
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_12_732.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_12_732.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_12_732.jpg,0,1,0,21.56097
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_12_803.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_12_803.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_12_803.jpg,-0.05,1,0,22.36464
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_12_873.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_12_873.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_12_873.jpg,-0.2,1,0,22.97357
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_12_944.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_12_944.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_12_944.jpg,-0.4,1,0,23.68058
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_13_016.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_13_016.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_13_016.jpg,0,1,0,24.18364
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_13_087.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_13_087.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_13_087.jpg,0,1,0,24.93818
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_13_159.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_13_159.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_13_159.jpg,0,1,0,25.70139
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_13_229.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_13_229.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_13_229.jpg,0,1,0,26.27171
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_13_297.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_13_297.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_13_297.jpg,0,1,0,27.02789
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_13_368.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_13_368.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_13_368.jpg,0,1,0,27.59115
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_13_438.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_13_438.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_13_438.jpg,-0.1,1,0,28.33204
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_13_508.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_13_508.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_13_508.jpg,-0.25,1,0,28.85748
D:\Download\untitled\Self_driving_car\data\IMG\center_2020_01_27_07_16_13_577.jpg,D:\Download\untitled\Self_driving_car\data\IMG\left_2020_01_27_07_16_13_577.jpg,D:\Download\untitled\Self_driving_car\data\IMG\right_2020_01_27_07_16_13_577.jpg,-0.45,1,0,29.48265
